text,toxic
"Has anyone stopped to consider that devout Muslims are forbidden to shake a woman's hand unless she is a direct relation?  

Trump is obviously a secret follower of the prophet Muhammad!

I'll bet he wasn't even born in the United States.  Thinking people should be demanding to see his birth certificate.",0
"Well written and reasoned. As I've posted before, a repeal of the Second Amendment is not so much a danger as is the gutting of it via reversal of the Supreme Court made possible by the appointment of anti-gun rights judges. This in turn would permit local governments to not just nibble away a the individual right to keep and bear arms, but to hack that right into oblivion. Should that happen, our real problems will begin.",0
"I have been sick of seeing Trump on the news. If this Canadian jerk appears too often on G&M, I will have to cancel my subscription. Period.",1
Congrats to y'all for REPRESENTING!,0
"Legislating on women's clothing is misogynistic, whether it is to impose the niqab or its absence. You just happen to believe that misogyny under the guise of secularism is acceptable whereas misogyny under the guise or religion is not, which is quite a common view in the West nowadays. Cultural segregation and societal division is exactly what this bill will perpetuate, as it will only result in isolating the tiny fraction of Quebec women who wear the niqab by barring them from accessing public services, making their life harder in a supposed attempt to liberate them.",0
The Clintons aren't in the WH. FOCUS.,0
"Considering that Ms Brazile was the DNC chair and firmly in the Clinton campaign camp, the irony of this ""accusation / confession"" is nothing short of shocking. Not that the truth wasn't evident to those who were paying attention. But to those of you who are surprised, Newsflash: Politics is a dirty business.... in fact it is the dirtiest business.",0
Some of these posts are just too stinking funny. Go hug the criminals. Invite them into your home for coffee. I am sure they will treat you and your children just fine.  Open your doors.  Come back and let us know how your visit from the criminal/gang member turned out.,0
"Why? Because I asked a question, and he answered it?",0
"State wildlife agencies are not controlled in a democratic manner and their boards or commissions do not represent their states' population either by gender or race or attitude toward wildlife. If you are not part of the good old boys, your opinion does not count, even if it is majority opinion. The anti-democratic nature of these agencies must be challenged in order to have good wildlife policy. The racial dimension is just one aspect of the problem.",0
As a product of the 'Cold War' I can guarantee China would not last an hour against Uncle Sam!,0
Quelle belle histoire André-Jean!  You made me cry.,0
"OK...the civil censors have apparently stumbled over this common usage of English.  FACT: A mama grizzly is a SOW.  It's no more ""uncivil"" to say that than it is to point out that a poppa grizzly is a BOAR.  JEEEZ!!!",0
It's time we started excuteing anyone with a life sentence,0
"All they taught their kids today was bullying is great.
Now we will have a entitled 1% group of evil teenagers.
Maybe a neutering program for these women would save our society
Cause they are a pretty evil bunch",0
We'll stay as long as somebody else is paying the bill.,0
Ah hahah much needed laugh after reading this horrendous story.,0
What a real shame. That was the first thing that shocked me when I moved up from CA..  You'd think Alaskans would be smarter but it seems it's too late and the politicians and journalists have a firm grasp on the steering wheel.. a shame.. And the way the DA deals with things in Fairbanks. I'm sure he'll be out in a few years..,0
I'm not certain but I thought there is such a rule about identification.,0
Typical city & state government job. Never on TIME  & on BUDGET.,0
"How is Trump, a man who avoided service in Vietnam as the privileged beneficiary of multiple draft deferments, in a position to comment on Bergdahl's case? I am no apologist for what Bergdahl did (or didn't do), but Trump has zero credibility when it comes to military matters.",0
"What do the Brexiters mean by controlling borders?  If they think that means building a wall (or moat) around fortress Britain and yet expect to remain a trading nation, they are mistaken.  Yes, trade is always trade but it is subject to trade rules and treaties.  If you think that Britain's size of 60 million or so people places it in a position of strength with the 500 or so million people of the EU, you are sadly mistaken.

A while ago I met a young Briton living in Europe who told me that he didn't get to vote in the Brexit referendum because of work commitments.  He's horrified about Brexit.  I told him that bad things happen when smart people don't vote.  Brexit is a case in point.",0
The fine art of drivel.,0
"No. 1:  You are a doctor, not a lawyer, so please don't suggest that Hawaii can not extend the rights offered by this bill to those who want it.  Those cases may not require doing so, but they do not prohibit it.

No. 2:  Other doctors interpret the Hippocratic Oath differently.  In any event, the Oath most certainly does not apply to me.

No. 3:  You have no right to determine what quality of life means to me.  Your success as a doctor is not relevant.

No. 4.:  Your ""cost of care"" argument sounds like the phony specter of ""death panels.""  The experience with this approach in other states like Oregon demonstrates that this is a non-issue.  There is no place for ""alternative facts"" here.

No. 5.  Government plays no role in making decisions under laws like the one in Oregon.  Most people who get a prescription there do not use it, but knowing they can gives them control and peace of mind they would not otherwise have,

You are not God.  Stop acting like one.",0
"Hitler's genocide was race based or he would have gassed Muslims too.

The Revolutionary War, Civil War,  WWI, WWII .... all political.

More ....  https://en.wikipedia.org/wiki/List_of_genocides_by_death_toll",0
"If anyone isn't angry at this terrorist assault on the very foundations of freedom and democracy, they are either completely stupid or just another terrorist joining in the destruction.",1
You sound like the moron Trump.,1
great article...but why was this never written when Obama was President?,0
"Equity and fairness are essential in any civil society, but excuse me if I find this draconian ""you must make the numbers whether or not it's the best choice, or else"" approach for universities ridiculous.",1
"We have just cancelled the incorporation of a high tech company here in Canada and are exploring options in other countries.  Are also exploring moving our original company out of the country.  While the government claims the issue is tax fairness, the real issue to us entrepreneurs is tax competitiveness and on this count we are failing miserably.",0
"You ask the best question of all. I would follow that up with who else on the same flight experienced medical emergencies, if she was that worried about the baby's health why did she re-board after being allowed to deplane and finally what did Franklin Azar say when she called?",0
"I'm not misled by TV or anything else, Trevethan.  You choose to skirt the issue that the VPSO is in and of itself a form of law enforcement.  How do you or anyone else for that matter know that these thieves didn't have a weapon hidden on their person?",0
"That is what is important to Cardinal DiNardo, president and thus spokesperson for the USCCB today? He is leading Catholic bishop in Texas where the immigration issue is causing so much suffering to Latino Catholics and he has to dwell on the so called by him ""onerous"" HHS mandate. SHAME ON HIM! His pastoral sensitivity is nil.",0
"Spot on, Richard.
I like the preferred status but from their own country.",0
It's not that easy anymore.,0
"Buena Oates, it is sad to see that you are backing a person that steals from your pocket as well. Unless, you are one of those that steals from us elderly as well. If you are shame on you! How do you live with yourself knowing that you are hurting others. Are you a thief as well? Or maybe you are a developer getting paid to keep quiet. Buena Oates, the truth will come out on Election Day when you and your friends get exposed once Djou does a audit. I hope he finds all of you who are stealing and you all get Investigated. How dare you!",0
Trump doesn't need lessons in kleptocracy or nepotism...he wrote the book!,0
A sad day for the bootleggers. Funny how when the liquor store opens in a village nobody busy R&R.,0
"I really hope you put your money where your mouth is and refused to sell your condo to a speculator. Otherwise, you are part of the problem.",0
"Don't blow smoke up my tail it's just about cost savings.  Quoting his exact tweet:

""...cannot be burdened with the tremendous medical costs AND DISRUPTION that transgender in the military would entail. ...""

Stop lying.

Classify the procedure as cosmetic and then it won't be paid for.  The military doesn't provide cosmetic surgery services.  Then, you'd have transgenders who serve because they WANT to serve.  Pretty simple.  Of course Trump doesn't understand that because he's a draft-dodging coward.  Curious why you like supporting a draft-dodging coward.

BTW, they estimate the military would spend something like $8.4 million a year if they provided transgendered services.  We just spent something like $1.1 trillion on that joke Iraq Invasion, which is 130 times more costly.  If Trump REALLY wanted to save money, he'd be pulling troops from the middle east and not keep supplying arms and training over there.",0
"Trump Retweets Odious, Racist Anti-Obama Meme From Racist Twitter Troll",1
I bet right-wing websites ran similar headlines when Obama was sworn in.,0
"For some strange reason you seem to feel entitled to insult a large sector of the Cdn Pop. with posted generalization: ""like most colonized and ill-informed Canadians""; which you follow-up with ""you probably have no idea.."".

Really..

You certainly have brought this conversation to a hard reality -- low-brow pretentious bias in 'generalized put-down' is simply insulting to many Cdns. 

How divisive. How disappointing.

For your edification, many of those older Cdns you infer as  ""colonized and ill-informed Canadians"" have fought hard for Canadian Content"" & are still engaged in the good fight for well-written & well-produced 'Canadian Content'..

Note: (CRTC established in 1968.. where Cdn Content, known as ""Can Con"" was fought for & achieved.. ask Margaret Atwood)

So, how about stopping with the abrasive put-downs by cleaning-up the biased content & then join All Cdns in making sure that our traditional 'Can Con' is handled with expected Cdn excellence by the USA's newbie.. Netflix.",0
"I reject the idea I am rational, although I don't understand why.",0
"Thanks for the view from Butts' PMO.
Days like this we all need a few laughs!",0
Your comment is most offensive to kittens.,0
"Just because j Sievers doesn't think the same way as you about this issue, how does that make him ""white privileged""?  Sports is not the place to make political statements.  Period.  Lots of other ways to do it.  These athletes are being paid to entertain their fans - just do the job!",0
"Actually what originally caused this ""nastiness""was that Muslim students were caught citing prayers full of hate speech. The concerned parents that you label anti-Islam bigots didn't like the fact that prayers calling for the deaths of unbelievers were being said.",0
"and once again, trump treats sessions as if he is his own personal attorney.
The DOJ used to have a tradition of independence, nowadays trump gives 
them marching orders and interviews US attorney candidates in districts where
he and his family commit their crimes and crimes of kleptocracy.
Look for yet another recusal.",0
"Only Democrats could be dumb enough to vote in favor of KEEPING criminal gang illegals!  Gee, how to lose friends and voters alike!",1
"Thank God there is at least one person in Hawaii's government that has some courage.  I just hope the Governor and the Legislature also have the courage to  watch Hawaii's back.

I don't support any state arbitrarily resisting federal mandate.  But in this case, this voter request is purely a personal Trump request.  Despite winning the election, which I fully accept, Trump's narcissistic ego can't get over that he lost the popular vote.  This is a sick puppy.",0
"No one but Diko takes Diko seriously. I only read his rants because it provides an insight into the mind of the enemy of the people. His unbelievable arrogance  and his ability to twist reality, no, mangle it, never fails to amaze.  (After reading I sizzle for a while, then remind myself why I read the dribble in the first place)",0
"Thank you for stating this opinion so effectively.  I tried to express similar thoughts, observations but I fell short.  Thank you Paul.",0
"..a public enquiry, eh?  This would identify a lot of Conservative appointees connected to this fiasco.  If I remember correctly, Notley and company's reaction was exemplary considering she and her cabinet were only a year into their win and never having formed gov't.  I think Brian Jean should/could find a better target to run over with his Conservative golf cart.",0
Unicorn farts.,0
"Yes, Mr ED, please stop pretending that you are using anything other than incomplete factoids attempting to change reality.  The war started by popes  over a century ago about relativism and modernism was lost before they got it started.  There are two type of Sin Mortal Sin and a relatively lesser Venial Sin.  We are now beyond the modernism paradigm and into a very post modern period in which we have began to understand a saying of Einstein.  ""The more I learn and know, the more I know very little."" Einstein was smart enough to call his hypothesis a theory.  Dogma has never wised up.    Your pretentious ideas of knowing truth by dogma are indeed preposterous.",0
Want to reduce carbon emissions?  Turn your air conditioner off.,0
"34 DD,

Many posters hold the incorrect view that China is incapable of developing modern products. China has an advanced space program. They are increasingly producing great cars, trains, planes, computers, GMO crops and on and on. They are making modern and capable military systems. Hopefully all western political leaders know this.",0
"BC  is one of only a few places in the world that accepts foreign political donations from other countries. 

For the BC Liberals, it is perfectly fine to solicit  money from foreign nationals here.

""The B.C. Liberals have in recent years received hundreds of thousands of dollars from offshore real estate developers, mining companies, railways and others. At least indirectly, the B.C. Liberals have even received donations from foreign governments, specifically China.

The B.C. Liberals allow this practice even though the Organization for Economic Cooperation and Development this year declared that foreign donations to political parties threaten sovereignty.""

""Around the world, B.C. stands out for its weak regulations against special interests manipulating public policy.""

There you have it. The BC Liberals, not only the Wild West...but the last frontier of donation shenanigans.",0
"I wonder why they weren't asked how long they expected this bull market to continue, and what the market reaction will be when it does inevitably start to cool. Will that spark a selloff as people (particularly retiring boomers) will look to cash in before prices drop too far? Will we finally get the ""soft landing"" that all the experts were predicting would happen 5+ years ago? Do they see continued double digit growth for years to come, despite prices being well beyond the metrics of a healthy, sustainable market?",0
"No, the Morally bankrupt  shysters who lie as a rule not as exception do not deserve our trust or support. They have caused untold problems with their pandering to special interests that will take decades to recover from.

Bye Bye lying liars who lie constantly",0
"What's taken the Valley's bulbs to come on and realize that they too have a horrific crime rate going on?  While people are screaming for state  budget cuts, they do not realize that those cuts will trickle down to the municipalities.",0
"In place of 'draining the swamp', the Trumpet regime plans to fill it with sewage and garbage. Swamps are necessary environmental habitats for plants and animals not dumping grounds for waste. Our existing 'swamps' have been protected by laws and concerned citizens. Draining them is a careless metaphor which presumes their new status will be an improvement. Current events indicate that we should not drain the swamp, instead we should nurture and protect it.",0
"I was wondering how many decades we were going to ignore this shit (pun intended).  Saying it's from the houseless is comical.  There are tons of boats (big and small) that empty their septic tanks in dock.  Saw it at Keahi Lagoon.  But another good place to look is the Sandwater waste treatment plant, and maybe the slaughterhouse on the beach at Campbell, and the chem toilet folks in Campbell, and some of the pig farms with storm drains or aqueducts nearby.  This is a lot of shit.  Tons of great stories in where it's from, but don't even try and blame the houseless for this one.  Most of them use plastic bags and toss it in the trash.",1
"Everett used to be known as ""Mill town"" before all the mills closed up shop. The shipping of logs to overseas sawmills started in the late 60s as I recall...this is just the latest innovation on how best to do that. The fact is, for decades now it has made business sense that this resource is more valuable when sold as logs in Asia rather than converted to lumber in Mill town.",0
https://youtu.be/iTACH1eVIaA,0
"Attacking an 11 year old kid.

Stay classy.",0
James “Kimo” Rosen Republicans did it for 8 years and now are trying to remove everything Obama tried to do in the last 8 years did nothing but badmouth him. Now the shoe is on the other foot. President Trump is an embarrassment to say the least is disgusting and I for one cannot wait till this BUFFOON leaves office by hook or by crook.,1
"As  I said, you may not like it, but that's irrelevant.  

You are not the final word what's viable.",0
"This is the Middle East, these people will cut your head off if you refuse to convert to their religion. There are no good guys or bad guys, just bad guys and worse guys. 
We should just stay out of it and let the Sunni's and Shiites fight each other. This war is all about whether Syria be ruled by a Sunni or Shiite government.",0
"Your pandering to drug dealers and cheering on the enablers sure the hell isn't working.
I've seen the poverty pimps and drug dealers turn a major part of Vancouver into a drug soaked ghetto and all that people like you want to  do is enable them.",0
"I think the word you were looking for is; digress.  Digress means you went off on another thought direction, regress means your development went backwards.  I do agree that God is a Broncos fan, why else would he make the sunsets orange?   The rest?  Speak for yourself.",0
"""The Islands Aren’t Safe From What’s Going On In DC"" - Brett Oppegaard.  
*
You began by insulting ""the president who shall not be named"" (don't have the courage to name the person you say ""habitually lies""?
*
So, what exactly is it that makes this island not safe from what is going on in DC?  
*
You see, Brett Oppegaard,  the media demonized Trump for months and months. 
*
Your ""habitually lies"" is but a tiny portion of the entire kitchen sink of insults hurled at Trump including the many insults on why and how Trump is not fit to be president .
*
But Trump was elected president in spite of those insults.
* 
Here's what Steve Bannon says about the media: “The media here is the opposition party. They don’t understand this country. They still do not understand why Donald Trump is the president.
*
Until now all anti-Trump journalist do not seem to understand why Donald Trump is the president. 
Do you?",0
Creative geniuses.,0
"I read that opinion article and found it wanting. He hardly mentioned that 9 agencies were involved, that HRC did not attend the meetings, that she did not weigh in on the decision to approve (as is common), or that the reason the informant got a light sentence is because he was (duh) an informant. He cites a donor to the Clintons who gave his money when she wasn't even SoS and even (for extra dramatic effect) claims Rosenstein was an Obama appointee. You see, if you mention Obama then it helps trigger folks who don't want to look into the facts.

It's all just a rambling set of connections that begins to fall apart once it's exposed to even minor scrutiny. The main source cited in the article is Clinton Cash - written by a partisan hack artist. Politifact (who unlike National Review, is not known to hype fake scandals for partisan reasons - see Benghazi if you need more) did a nice rundown of all this, check it out.",0
"Come on John, show some vision.

BC LNG is not competitive with other international suppliers because of the shipping costs.  We 

Instead of selling it, use it here to create some jobs.  Offer international corporations FREE gas to use in their factories, if they relocate their factories to BC; rural BC.  FREE gas for their manufacturing plants.  FREE gas for their trucks.  FREE gas for their ships.

What corporation wouldn't take us up on our offer?  Free gas is a far better deal than the cheap labour that they get in third world countries.",0
"Huh?  You think Monsef and Karina are attractive?  They're ok, but I'd hardly call them hotties, and definitely not as attractive as his existing wife.",0
"I think there has to be fairness towards the timing of CR. As a disciplined member of his organization and its rules (we may agree with them or not), you have to play by the book. It is only when you see that the rules are not being followed by all that you can go rogue. It seems to me that CR decided to be his own man when they were made to look like fools after the dismissals of Jonas and Pravin. Usually, they ought to be consulted and they were not, they were briefed and the reasons given were spurious at best. Let`s give him a chance, he is the best that we can hope for amongst all potential candidates.",0
"He and the cowed populace won't face the fact that these are muslim terrorists committing acts of terror in support of their Islamic goals.  Instead of submitting to islam and their demands we need leaders who take actions.  Deny all new mosque buildings, strip away all special islamic schools.  Deny islamic prayers in public schools.  Until muslims show they can adopt to modern society do not give them anything they demand.  Yes it is profiling and group punishment but we do so with drunk drivers so why not profile and punish potential terrorists?",1
"Harold Ballard knew that as long as he slapped a maple leaf on the front of the jersey, it did not matter who was playing, how good he was, or anything else, he knew he was going to make a boatload of $$$ from diehard brain dead zombie Leafs Nations fools who would pay through the nose again and again.

And he was right.  Nothing is different today, as posters push and shove to proclaim on these threads their non-dying loyalty.

Wanna know why Your Leafs have suffered for about half a century with only sporadic interruptions in the lousy hockey:  look at the fan base.

And now, we have so many just gobbling all this stuff up.  

Yeah, this time is different....right.",0
"Hilarious.

""A Republican law enforcement agent and former Marine who served in Vietnam, who was nominated to lead Federal Law Enforcement by a Republican President, and then chosen to lead an investigation of a Republican President by a Republican prosecutor, IS TOTALLY CORRUPT FOR DEMOCRATS""

The lengths you have to bend over backwards to believe this is incredible. 

I find it sad that conservatives have become this easy to control like puppets with the name ""hillary clinton"", that they can abandon all sense of intellect and rationality, to engage in all manner of conspiracy, fueled only by the politics of dehumanization and hate.

It's just shocking. There is not a single democrat involved in the entire process, it's GOP from the top to the bottom, and yet, conservatives excuse everything, EVERY THING, by simply waving a hate wand called ""Hillary""",0
"The other cause is money pouring in from China, and a few other places, as everyone reading here knows.  So, cut off that money, then take immigrants from India and Africa and China and Eastern Europe and Latin America, and the Middle East (carefully!), but pick them based on skills, not money!",0
Hardly. As the Affordable Health Care Act was originally drafted it would have been a single payer system and everyone's costs would have gone down. But big Pharma lobbied Congress and the GOP did everything in their power to block or gut the ACA which is why our costs have continued to rise. So no the Democrats are not to blame for rising costs. The GOP sabotaged the ACA blaming the Dems all the while just so folks like you would say things like that.,0
"HRC is responsible for at least 4 deaths. She took things from the White House that didn't belong to her. She failed the DC bar exam. She is a foul-mouthed liar, thief and sexual predator enable.",1
"""Horgan sounds like he should be on the Creep Catchers list.....ewwwe.""

This passed the filters? While my far more courteous question in reply:

""Why, are you feeling lonely on there?""

was removed. An astonishing double standard.",0
Sounds like a emotionsl support animal and not covered under the ADA amended.,0
"It is widely believed that Ron Goldman and Nicole Brown Simpson were indeed friends and nothing more. Goldman dated other men. When Goldman was stabbed to death, he had merely driven to the Simpson home to return a pair of glasses to  Nicole, whose mother had left them at the restaurant where Goldman worked as a waiter.",0
I don't have a clue what you are talking about.,0
"If Trump is his own lawyer, he has a fool for a client.",1
"Ensoulment likely was fully developed when the ability to have language was acquired. Of course, all animals have some kind of soul - some say plants and all matter do. Even rocks have a soul guiding their ""rockness."" Whether the soul is eternal is another matter. Even apes have moral rules, but not alturistic ones. Some spiritualists say dogs have rational souls. It is nothing we can really know and this is the kind of question equated with the number of angels that can dance on the head of a pin. The important thing to remember is that there was no act by our first parents in Africa or Eden that became original sin. The wisdom of the author of Genesis was that Blame was what doomed us, starting with blaming God for not making us like him with the knowledge of evil in others. This tendency to find evil in others comes naturally. Just look at our comments section. Christ is the solution to that - forgiveness in his name. He came to experience our emptiness, not to remove a stain.",0
"I thought Duterte won a free and open election and still enjoys widespread support? Forgive me, I forgot it was 2017 and we should avoid such inconvenient truths when they get in the way of ""progressive"" narratives from the Globe's leftwing blowhards. After all, at least Southey goes after the South American tyrants in Venezuela the same way she disparages leaders from her opposing political spectrum - Southey sure let the ruling Mullahs have it in Iran after their ""election"".  But I digress, it's clear there are more important issues than middle-class Venezuelan's eating dogs and cats because they're starving under a socialist tyrant. Southey's puff pieces about Donald Trump week after week are embarrassing - even for the Globe and even for 2017...",0
"... stay in Highlands Ranch ... us city folk really don't want your kind around any way.  When I go to My Brothers Bar to enjoy a cheeseburger and a cocktail, I'll take a nice walk along the river and not miss YOUR KIND in the least getting in the way of my nice stroll through a pretty awesome renovated part of the city and in the midst of the people that I love.",0
"I think almost all voters did not know the scope of their Yes votes on that charter amendment.  Heck, when was that anyway?  Maybe like rail, the route and cost changed AFTER the vote.  You will need to explain further how bicyclists are paying for anything involving bicyclists such as the cycle track on King Street and the $80K used for the South Street track.",0
"Jim McRea, you just insulted America's most beloved ventriloquist's dummy.",0
"New York and California will be the next Puerto Rico. Good, let it bust them!",0
"Ask not what your country can do for you, but ask what you can do for your country. My fellow citizens of the world: ask not what Canada will do for you, but what together we can do for the freedom of man.",0
Is that like carrying your musket to the TEA party rally and claiming it part of your heritage.,0
"Your reasoning is faulty. Today Americans pay about twice as much for healthcare under our 'for-profit' system than any of the other countries you listed and we get less for our dollar. Single-payer means that less money will be spent on healthcare overall.  It's true that more will go to the government, but little or none to the private insurance companies. The result is lower costs for healthcare and more money in your pocket.",0
"You must live in a different province/city than me.  I'm just talking about my situation.  My rent is super low, pre-boom, and since then limited to only 1 - 1.5% increases year-over-year ever since.    Even in ""lean times"" my salary has been increasing much more year-over-year than my living costs.  There are people in my building who have lived here 20+ years unbroken and pay around 25% of market rent at today's values.

Anyway, the point is people like me really do exist in some of Canada's best and most expensive cities.  So deal with it, 'cause I'm getting rich off my landlord.  I save close to 60% of my take home pay every month.  Last year my landlord bought me a new fridge lol.",0
"Now its time to raise prices because its imperative to beat last years earnings. Some examples of whats coming. Smaller doughnuts, smaller cup sizes, larger prices, less meat in chili.",0
The boss colluded with Russia and the middle class is getting a tax increase. This is the GOP in action.  We are definitely hijacked by the minority and they are robbing us blind.  Time to strike back in a way they will never be tempted to do it again.,0
"This is the engineering estimate of NK progress done a few months ago, extremely accurate.

www.space.com/35681-north-korea-intercontinental-ballistic-missiles-threat.html

The North Korean missile program got its start with the importation of Soviet Scuds, which made their way into the nation in the 1970s. North Korea reworked Scud technology into a number of variants over the years, apparently with the help of Soviet engineers (many of whom fled the USSR after its 1991 collapse).",0
"Went to the site, no such thing.  If Lane county is going to advertise it should be on the homepage with one click",0
"This isn't the first time someone who opens his heart and his home to what appear to be vulnerable, homeless young people has faced violence.  Better to donate to homeless shelters and outreach programs.  Let the professional sociologists who have experience with shelters do this work.",0
"I am pointing out HIS clever and tactical omissions.  

My job isn't to repeat the whole passage.  Civil Comments doesn't give us that much room. 

Tom Reese has more room to weave around the fuller and clearer truth.",0
"How do you know it ""sure benefited"" the owner of the building? You don't. The fire investigation included teams from the insurance carriers for the building owner (Brabham Sr.), the bowling business owner (not the same person) and another company that had done work at the site before the blaze.

There also was no official cause determined for the 2014 fire that destroyed the Swanson plywood mill in Springfield. It has since been replaced by a $55 million plant that went on-line in April and was expected to reach full production capacity last month.

Care to recklessly speculate on that one, too? After all, you did so well with that scorched-earth jihad against anyone who shared their unpleasant experiences about downtown Eugene just a few days ago, based entirely on your uninformed perceptions.",0
Sanctuary cities are actually of no danger to the USA. Buffoons with itchy trigger fingers are.,0
"How much can one poster get so wrong? Catalans are certainly not French, and the FLQ were terrorists, even to hard-core Séparatistes.

The Toronto Sun is where you need to be...",0
"Curtis, you have an amazing story and an inspirational one at that. You are a hero just like your dad :) with prayers sent I wish you the best!! keep that good energy flowing, love Angel.",0
You're supposed to read the Tweet that goes with it. Please try to keep up.,0
Good point. I saw that on PBS a few weeks ago. The shoe (gun) was on the other foot.,0
"So they see a market for seat backs, benches, and brackets. Doesn't Boeing use such things? Ask yourself why they would pay to haul such valuable material to a hazardous waste dump? Perhaps it's cheaper to use virgin material that isn't contaminated with other manufacturing waste. If this was financially viable wouldn't the PhD chemists, engineers and financial admin' at Boeing have done it? The maxim for success in business is ""find a need and fill it."" The geniuses that pushed this form of corporate welfare for Boeing  (which no longer has to pay expensive hazardous waste dump fees) think that if they pour precious tax dollars down a rathole, someone will buy it. The public will NEVER recoup their investment in this scam, and only Boeing will profit from it. Since they buy our politicians (how much is Derek getting from them?) this is simply quid pro quo.",0
Now draw a 750 foot radius circle around those red and blue dots.   You're welcome.   Thanks for proving the point.   COGCC has updated their site and map by the way.,0
"So if you believe Trump's assertion that Obama ""allowed the uber rich to succeed over the common folk,"" what is Trump's plan to reverse that? 

Tax cuts for the uber rich is all I've heard.",0
shoot it!,1
Trudeau is the ultimate cuckhold kid of the century.  This is so ridiculous.,1
As a long time Alaskan I have been vetted  like any other voter in this state. I am tired if these assh*les and their political games  Trump needs to release his tax returns before my state turns over a list of thousands if voters just so Trump can have information on voter demigraphics so he can win another election. My guess is Trump is copying the Bush Dynasty and he will run one if his idiot sons.,1
ISIS would have been defeated ages ago if the US Govt hadn't been trying to thwart the nation doing the heavy lifting in its destruction...Syria. Another reason for anyone in the ME outside the Israelis to distrust Washington.,0
Oregonians have proven again and again that they will not approve a sales tax. That's why no one will propose one.,0
"Comey was getting too close to Trump's  Russian business dealings:  
""Wilbur Ross Is Another Trump Cabinet Pick With Underexamined Russian Ties After Ross and his team invested more than $1 billion in the troubled Bank of Cyprus, he became one of its two vice chairmen. Putin appointed the other.""-From the Daily Beast 2/17 online..",0
"He dodged like 4 times.  Funny how the self-proclaimed ""tough"" Americans idolize a coward.",1
The pressure you are feeling from the 'gays' is from inside your head; the more you proclaim belief in your moral superiority the louder your denial of your true desires screams to all of us,0
"First off, cis is a slur, and second, using binary labels such as cis/trans to support an argument for non-binary genders is contradictory.

Of greater concern is this drive to make everything a hate crime: why?  The Criminal Code does not exempt perpetrators from crimes committed against trans-people -- if someone commits assault or murder, they will be prosecuted and convicted of the same, irrespective of who the victim is.  

The more sinister motive of the trans-extremists is the twisting of language such that mere disagreement or questioning= hate, and that to question their dogma=violence.  One can reference the interviews with Professor N. Hatt of UofT,  for one of many such examples.

Respect is a two way street:  trans-extremists such as the author do not speak for all trans people, and they need to be prepared to listen to, address and discuss the concerns of the society on which they are trying to impose their views and behaviours, so that mutual accommodation can be found",0
"Whether the order is unconstitutional or not is up to the courts.  The politicians can overrule the President by passing a law but it will take a 2/3 majority to make that stick.  In the mean time, the military has to obey the Commander in Chief (i.e. the President).",0
I really feel that we should be cleaning the area up and not worrying about a name. I don't even feel safe walking in that area with my family. And that is sad. Why would a name matter when tax paying Eugene resident's as myself can't even go there and enjoy it due to the drug use and activities that are conducted in that area by system using resident's that don't contribute to our city at all. We need to be making a city ordinance that does not allow such people to hang around in our town and make our resident's feel unsafe due to there lifestyle such as drug use and other activities. Look at Boise ID for instance a very clean safe city because they don't allow people to camp and live in there downtown square. Something we need to be doing not worrying about a name. Let's focus on what's important and that's cleaning up eugene.,0
"Cowie when a team puts you on the boards and you make  little effort to crash back into the middle, you aren't going to do much.",0
"Which explains why the right wing is so nervous, threatening and lying",0
"_""Bernie supporters chanting “lock her up”""_ -- 4:20

It's pretty clear on the face of it that those were folks -- intentional or misguided -- that are supporting Trump.

If someone actually ""supports"" Bernie, he or she would certainly support one of his most important beliefs, which is that Hillary must be elected.

In any case, they're no better than a lynch mob.

-- Paul",0
"Can a fundraiser be initiated? I'd also like to donate $50 towards the $2,000 needed for his training certification. My grandmother was a health aide starting in the early '40s (delivering babies, etc), working off & on in various area in AK, and I think Riek should still be able to continue his work here.",0
"Will they be wearing the ""The Mountain Three Wolf Moon Short Sleeve Tee""? http://www.amazon.com/The-Mountain-Three-Short-Sleeve/dp/B002HJ377A",0
"It certainly makes sense for Ms. Knight to insist people identify her as black, by virtue of her mother's origin.  That way, she gets to claim the many benefits and entitlements of victimhood.  If Ms. Knight were identified as South Asian - not entirely unreasonably since that's her father's origin - she'd be just another un-special person who would have to make her way in the world based on merit.",0
Was this really the nicest picture the photographer could take?,0
"daytime students helping instructor with adult learners. Daytime program may start out with heavy influence of Spanish and shift over to English. When a student is tested to be proficient in speaking and understanding English along with reading and writing English at age appropriate elementary grade proficiency, they are then transferred to Public School in their tested grade level. Older, 12 and up may need a ""booster"" class in  reading and writing English at grade level proficiency at the public school. The Family continues in evening school until the family graduates with adults  able  to speak and understand English with skills in negotiation and assertion in activities of  daily living and English being accepted as the ""primary"" language of choice in the home. 

This approach may have better results as students do not enter public school until they are able and comfortable in their underdtanding and speaking English. Very hard to learn anything when in-between two languages.",0
"Regarding: ""It is telling that Conley's talk was published at the poorly named Cardinal Newman Society, an organization that claims to be the gatekeeper for Catholic identity but really only champions sectarian schools in the mold of Steubenville, Christendom and Ave Maria.""
- That the inaptly named Cardinal Newman Society is involved, opens the door to questions such as: ""Was Conley given a CNS stipend to write the article?"", ""Did CNS flog the bushes looking for an unsuspecting episcopate to write an article following a prescribed outline?"", ""Does a bishop having overt support of CNS diminish the credibility of the bishop in the eyes of those he serves (see ArcbCharles of Philadelphia for an example of how CNS is an albatross hanging off the bishop's crozier)?""",0
